serial_no,race,education,income,gender,age
0013587,47,13,055000,1,27
0013638,47,09,004100,1,21
0013638,47,09,004000,1,21
0013638,47,09,008000,1,21
0013638,47,09,004000,1,20
0013685,47,13,000000,1,60
0013685,47,10,000000,2,61
0013713,47,09,000000,2,85
0013763,47,09,024000,1,52
0013763,47,09,018000,2,49
0013767,20,10,002000,1,19
0013863,47,13,050000,2,38
0013863,47,14,065000,1,39
0013868,66,04,016000,2,61
0013871,47,09,088000,1,63
0013871,47,12,000000,2,61
0013946,37,04,000000,2,74
0013946,37,11,005000,1,39
0013946,37,11,000000,1,93
0013946,37,03,,2,10
0013992,47,11,014900,2,43
0014082,47,09,000000,2,70
0014082,47,09,000000,1,69
0014089,47,10,023600,2,49
0014089,47,09,000000,2,50
0014129,37,10,016000,2,28
0014129,37,02,,2,05
0014129,37,02,,2,04
0014129,37,00,,1,02
0014170,37,08,000000,1,64
0014202,01,09,104000,2,35
0014202,01,02,,1,08
0014274,47,13,028600,1,47
0014274,47,13,015500,2,45
0014278,47,13,044200,1,51
0014278,47,11,000000,2,43
0014278,47,00,,2,01
0014308,20,12,040000,1,44
0014308,20,00,,1,00
0014370,37,09,033300,1,35
0014487,47,12,000000,2,72
0014487,47,11,016000,1,79
0014496,47,10,000000,2,19
0014512,47,09,000000,2,76
0014557,47,09,000000,2,84
0014585,47,11,060000,1,37
0014585,47,00,,2,00
0014585,47,11,027000,2,25
0014588,47,10,016100,1,41
0014588,47,13,051000,2,48
0014645,47,06,000000,1,47
0014645,47,11,012000,2,47
0014645,47,06,000000,1,16
0014693,47,12,075000,1,61
0014693,47,09,000000,2,61
0014719,47,14,310000,1,42
0014719,47,11,000000,2,37
0014719,47,03,,2,11
0014719,47,02,,1,10
0014719,47,02,,2,07
0014719,47,02,,2,03
0014796,47,04,000000,2,24
0014796,47,08,000000,1,24
0014796,47,01,,1,04
0014817,47,04,000000,1,74
0014821,47,13,035000,2,40
0014956,47,13,000000,2,47
